title,location,price,size,listing_type,link,source,rooms
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 925810XX","450,000 OMR",,For Sale,https://om.opensooq.com/en/search/266230939,opensooq,
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","125,000 OMR",,For Sale,https://om.opensooq.com/en/search/265187913,opensooq,
106 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 245050XX","48,000 OMR",106.0,For Sale,https://om.opensooq.com/en/search/264037861,opensooq,
392 m2 More than 6 bedrooms Villa for Sale in Muscat Al-Hail,", Al-Hail, 784422XX","125,000 OMR",392.0,For Sale,https://om.opensooq.com/en/search/266230387,opensooq,
400 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 906006XX","81,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/266230197,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 970041XX","21,500 OMR",,For Sale,https://om.opensooq.com/en/search/264732139,opensooq,
محلات بيع الملابس الجاهزه والعطورات والبخور,", Amerat, 952100XX","15,000 OMR",100.0,For Sale,https://om.opensooq.com/en/search/266230169,opensooq,
حصريااا محلات بتشطيبات راقية في برج مونارا مقابل جامع محمد الأمين في بوشر مباشرة مع عبدالعزيز,", Nizwa, 955999XX","30,000 OMR",30.0,For Sale,https://om.opensooq.com/en/search/265187259,opensooq,
380 m2 5 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 993802XX","89,000 OMR",380.0,For Sale,https://om.opensooq.com/en/search/264277945,opensooq,
310 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 906006XX","78,000 OMR",310.0,For Sale,https://om.opensooq.com/en/search/266230105,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 922949XX","68,000 OMR",,For Sale,https://om.opensooq.com/en/search/266230057,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 799998XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/265187015,opensooq,
Apartment for sale ا MOUJ muscat ا free hold Kвapтиpa нa пpoдaжy ا mouj muscat ا cвoбoдный yдepжaни,", Al Mouj, 939918XX","100,000 OMR",107.0,For Sale,https://om.opensooq.com/en/search/266229751,opensooq,
417 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 980055XX","137,500 OMR",417.0,For Sale,https://om.opensooq.com/en/search/264277783,opensooq,
Residential Land for Sale in Muscat Other,", Other, 955444XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/262197877,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 988969XX","54,000 OMR",,For Sale,https://om.opensooq.com/en/search/265153331,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 992510XX","48,000 OMR",,For Sale,https://om.opensooq.com/en/search/265186919,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 988969XX","95,000 OMR",,For Sale,https://om.opensooq.com/en/search/265157175,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 988969XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/265154287,opensooq,
حصريا محلات تجاريه مقابل جامع محمد الأمين في مشروع مونارا في موقع استثنائي وتشطيبات راقيه,", Al Mouj, 955999XX","27,000 OMR",30.0,For Sale,https://om.opensooq.com/en/search/265186903,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 988969XX","78,000 OMR",,For Sale,https://om.opensooq.com/en/search/265159285,opensooq,
Industrial Land for Sale in Al Wustaa Al Duqum,", Al Duqum, 994598XX","150,000 OMR",,For Sale,https://om.opensooq.com/en/search/265186849,opensooq,
Commercial Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 924929XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/266229477,opensooq,
Residential Land for Sale in Al Batinah Al 'Awabi,", Al 'Awabi, 956697XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/266181919,opensooq,
Mixed Use Land for Sale in Al Batinah Sohar,", Sohar, 921644XX","750,000 OMR",,For Sale,https://om.opensooq.com/en/search/266229413,opensooq,
224 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 965260XX","49,600 OMR",224.0,For Sale,https://om.opensooq.com/en/search/265186491,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 768671XX","22,000 OMR",,For Sale,https://om.opensooq.com/en/search/265989333,opensooq,
67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 771350XX","25,000 OMR",67.0,For Sale,https://om.opensooq.com/en/search/260245261,opensooq,
Mixed Use Land for Sale in Al Dhahirah Ibri,", Ibri, 929998XX","248,000 OMR",,For Sale,https://om.opensooq.com/en/search/263221267,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 913577XX","8,800 OMR",,For Sale,https://om.opensooq.com/en/search/265186383,opensooq,
385 m2 More than 6 bedrooms Villa for Sale in Al Sharqiya Ibra,", Ibra, 993465XX","5,888 OMR",385.0,For Sale,https://om.opensooq.com/en/search/265186267,opensooq,
183 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 969191XX","50,000 OMR",183.0,For Sale,https://om.opensooq.com/en/search/266176599,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 967173XX","4,200 OMR",,For Sale,https://om.opensooq.com/en/search/266228785,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 967173XX","5,900 OMR",,For Sale,https://om.opensooq.com/en/search/266228737,opensooq,
Residential Land for Sale in Muscat Misfah,", Misfah, 996484XX","35,000 OMR",,For Sale,https://om.opensooq.com/en/search/266228517,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/266228291,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","10,000 OMR",,For Sale,https://om.opensooq.com/en/search/266228285,opensooq,
328 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 769813XX","79,000 OMR",328.0,For Sale,https://om.opensooq.com/en/search/262196203,opensooq,
600 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 927408XX","8,500 OMR",600.0,For Sale,https://om.opensooq.com/en/search/263219905,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 954424XX","110,000 OMR",,For Sale,https://om.opensooq.com/en/search/266226345,opensooq,
Residential Land for Sale in Muscat Al-Hail,", Al-Hail, 954424XX","30,000 OMR",,For Sale,https://om.opensooq.com/en/search/266225709,opensooq,
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 923312XX","35,000 OMR",,For Sale,https://om.opensooq.com/en/search/265182951,opensooq,
مغسلة سيارات للبيع بسبب سفر العمال,", Ibri, 939406XX","2,500 OMR",100.0,For Sale,https://om.opensooq.com/en/search/266223997,opensooq,
Residential Land for Sale in Al Batinah Shinas,", Shinas, 923993XX","8,000 OMR",,For Sale,https://om.opensooq.com/en/search/266222915,opensooq,
Residential Land for Sale in Muscat Ansab,", Ansab, 766991XX","67,000 OMR",,For Sale,https://om.opensooq.com/en/search/266170617,opensooq,
Residential Land for Sale in Dhofar Taqah,", Taqah, 989444XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/266222547,opensooq,
Residential Land for Sale in Dhofar Taqah,", Taqah, 989444XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/266222253,opensooq,
Commercial Land for Sale in Muscat Al Khoud,", Al Khoud, 917713XX","450,000 OMR",,For Sale,https://om.opensooq.com/en/search/266222261,opensooq,
254 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 992463XX","53,000 OMR",254.0,For Sale,https://om.opensooq.com/en/search/266221677,opensooq,
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 954424XX","40,000 OMR",,For Sale,https://om.opensooq.com/en/search/266221661,opensooq,
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 954424XX","750,000 OMR",,For Sale,https://om.opensooq.com/en/search/266220863,opensooq,
Residential Land for Sale in Muscat Al-Hail,", Al-Hail, 985424XX","215,000 OMR",,For Sale,https://om.opensooq.com/en/search/265177763,opensooq,
Residential Land for Sale in Al Dakhiliya Izki,", Izki, 926819XX","3,800 OMR",,For Sale,https://om.opensooq.com/en/search/266219861,opensooq,
Building for Sale in Al Batinah Sohar,", Sohar, 954424XX","410,000 OMR",2040.0,For Sale,https://om.opensooq.com/en/search/266219663,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 928865XX","29,000 OMR",,For Sale,https://om.opensooq.com/en/search/266216673,opensooq,
FOR SALE FULLY FURNISHED!!! FREEHOLD SPACIOUS 2BHK APARTMENT IN MUSCAT HILLS GOLF CLUB,", Muscat Hills, 979445XX","135,000 OMR",152.0,For Sale,https://om.opensooq.com/en/search/266219189,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 989185XX","11,800 OMR",,For Sale,https://om.opensooq.com/en/search/266219121,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 985424XX","55,000 OMR",,For Sale,https://om.opensooq.com/en/search/265177085,opensooq,
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 990108XX","16,000 OMR",,For Sale,https://om.opensooq.com/en/search/266218747,opensooq,
"Clinic for Sale in Sohar (Currently Running, 1 Doctor)",", Sohar, 954065XX","9,999 OMR",90.0,For Sale,https://om.opensooq.com/en/search/266166229,opensooq,
Fully Equipped Restaurant for Sale in Prime Location – Ibri,", Ibri, 780509XX","10,000 OMR",10000.0,For Sale,https://om.opensooq.com/en/search/266218203,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 933333XX","9,500 OMR",,For Sale,https://om.opensooq.com/en/search/266217813,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 933333XX","16,500 OMR",,For Sale,https://om.opensooq.com/en/search/266217651,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 933333XX","8,800 OMR",,For Sale,https://om.opensooq.com/en/search/266217613,opensooq,
مبنى صناعي مؤجر في العامرات العتكية,", Amerat, 711753XX","155,000 OMR",400.0,For Sale,https://om.opensooq.com/en/search/266217565,opensooq,
Residential Land for Sale in Al Batinah Sohar,", Sohar, 954424XX","35,000 OMR",,For Sale,https://om.opensooq.com/en/search/266217349,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 985424XX","60,000 OMR",,For Sale,https://om.opensooq.com/en/search/266217279,opensooq,
Residential Land for Sale in Muscat Al-Bustan,", Al-Bustan, 985424XX","1,500,000 OMR",,For Sale,https://om.opensooq.com/en/search/266217105,opensooq,
1 BHK Furnished Freehold apartment for Sale in The Links Muscat Hills,", Muscat Hills, 957877XX","58,000 OMR",73.0,For Sale,https://om.opensooq.com/en/search/266216895,opensooq,
Shop for sale,", Al Mouj, 976060XX","10,000 OMR",152.0,For Sale,https://om.opensooq.com/en/search/266216493,opensooq,
Residential Land for Sale in Buraimi Other,", Other, 993877XX","3,300 OMR",,For Sale,https://om.opensooq.com/en/search/266216355,opensooq,
471 m2 5 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 954424XX","350,000 OMR",471.0,For Sale,https://om.opensooq.com/en/search/266215137,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 965855XX","37,000 OMR",,For Sale,https://om.opensooq.com/en/search/266214883,opensooq,
صلاون حلاقه لا البيع,", Amerat, 995316XX","1,500 OMR",50.0,For Sale,https://om.opensooq.com/en/search/266214895,opensooq,
للبيع او دخول ممول مشروع قائم في مسقط براند حلويات مرموق له عدة افرع بالخليج بحاجة يكون مقيم فيمسقط,", Al Khoud, 771355XX","10,000 OMR",36.0,For Sale,https://om.opensooq.com/en/search/261377111,opensooq,
Commercial Land for Sale in Dhofar Salala,", Salala, 925418XX","15,800 OMR",,For Sale,https://om.opensooq.com/en/search/266214247,opensooq,
Fish shop for sale,", Al Maabilah, 792448XX","2,500 OMR",30.0,For Sale,https://om.opensooq.com/en/search/266214229,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 988205XX","9,800 OMR",,For Sale,https://om.opensooq.com/en/search/266214013,opensooq,
79 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 971116XX","37,000 OMR",79.0,For Sale,https://om.opensooq.com/en/search/266213785,opensooq,
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 963836XX","11,300 OMR",,For Sale,https://om.opensooq.com/en/search/266213283,opensooq,
500 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 954424XX","184,000 OMR",500.0,For Sale,https://om.opensooq.com/en/search/266213179,opensooq,
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 995997XX","11,000 OMR",,For Sale,https://om.opensooq.com/en/search/266212643,opensooq,
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 940189XX","4,200 OMR",,For Sale,https://om.opensooq.com/en/search/266211053,opensooq,
275 m2 4 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 958816XX","60,000 OMR",275.0,For Sale,https://om.opensooq.com/en/search/266211049,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 944111XX","125,000 OMR",,For Sale,https://om.opensooq.com/en/search/265168823,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/266178347,opensooq,
Residential Land for Sale in Muscat Other,", Other, 947589XX","26,000 OMR",,For Sale,https://om.opensooq.com/en/search/266157793,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","14,900 OMR",,For Sale,https://om.opensooq.com/en/search/266210123,opensooq,
330 m2 3 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 799711XX","75,000 OMR",330.0,For Sale,https://om.opensooq.com/en/search/266079531,opensooq,
110 m2 2 Bedrooms Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 799711XX","65,000 OMR",110.0,For Sale,https://om.opensooq.com/en/search/266080721,opensooq,
432 m2 3 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 990774XX","15,000 OMR",432.0,For Sale,https://om.opensooq.com/en/search/266157439,opensooq,
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/265167861,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","40,000 OMR",,For Sale,https://om.opensooq.com/en/search/266209385,opensooq,
330 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 799711XX","70,000 OMR",330.0,For Sale,https://om.opensooq.com/en/search/266193819,opensooq,
Farm Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 944111XX","165,000 OMR",,For Sale,https://om.opensooq.com/en/search/265167317,opensooq,
Commercial Land for Sale in Al Batinah Barka,", Barka, 944111XX","80,000 OMR",,For Sale,https://om.opensooq.com/en/search/266209007,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","12,500 OMR",,For Sale,https://om.opensooq.com/en/search/266208543,opensooq,
حصرياا صار فيك تمتلك محلك التجاري في الخوض بجانب العريمي بوليفارد وبأقساط بدون فوائد,", Azaiba, 955999XX","20,320 OMR",25.0,For Sale,https://om.opensooq.com/en/search/266207475,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 916666XX","54,000 OMR",,For Sale,https://om.opensooq.com/en/search/266207117,opensooq,
فرصتك الان حتى تتملك محلك التجاري في الخوض بجانب العريمي بوليفارد مع عبدالعزيز,", Ghubrah, 955999XX","74,800 OMR",68.0,For Sale,https://om.opensooq.com/en/search/266207245,opensooq,
NEW ITC Project in Muscat hills ! مشروع سكني مع إقامة عائلية دائمة في سلطنة عمان في قلب مسقط هيلز,", Muscat Hills, 790406XX","52,000 OMR",52.0,For Sale,https://om.opensooq.com/en/search/263199905,opensooq,
واخيرا صار فيك تتملك محلك التجاري في الخوض بجانب العريمي بوليفارد مع عبدالعزيز الحسني,", Al Mawaleh, 955999XX","17,952 OMR",22.0,For Sale,https://om.opensooq.com/en/search/266207081,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 955999XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266206735,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 955999XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266206559,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 944433XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266206495,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 955999XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266206357,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 944433XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266206339,opensooq,
لا تفوت الفرصة الاستثمارية تملك محلك التجاري في الخوض بموووقع ذهب مع محمد الفرقاني,", Al Maabilah, 944433XX","74,800 OMR",68.0,For Sale,https://om.opensooq.com/en/search/266206077,opensooq,
تملك محلك التجاري ف مشروع فنار بالخوض ف منطقة بوليفارد العريمي مع الفرقاني,", Al Khuwair, 944433XX","74,800 OMR",68.0,For Sale,https://om.opensooq.com/en/search/266205931,opensooq,
255 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 793843XX","45,000 OMR",255.0,For Sale,https://om.opensooq.com/en/search/266205799,opensooq,
Residential Land for Sale in Al Batinah Liwa,", Liwa, 951265XX","12,000 OMR",,For Sale,https://om.opensooq.com/en/search/266205787,opensooq,
محل ‏للبيع مكان  حلو في المول  Shop for sale in a nice place in the mall,", Al Khoud, 950850XX","4,500 OMR",200.0,For Sale,https://om.opensooq.com/en/search/266205743,opensooq,
تملك محلك التجاري مقابل محطة نفط عمان بالقرب من بوليفارد مووووقع ذهب مع محمد الفرقاني,", Al Khoud, 944433XX","74,800 OMR",68.0,For Sale,https://om.opensooq.com/en/search/266205689,opensooq,
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 944433XX","31,996 OMR",84.0,For Sale,https://om.opensooq.com/en/search/266205479,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 955759XX","150,000 OMR",,For Sale,https://om.opensooq.com/en/search/266205493,opensooq,
Residential Land for Sale in Muscat Al Mawaleh,", Al Mawaleh, 955759XX","117,000 OMR",,For Sale,https://om.opensooq.com/en/search/266205261,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 959777XX","13,000 OMR",,For Sale,https://om.opensooq.com/en/search/264553263,opensooq,
Mixed Use Land for Sale in Al Batinah Sohar,", Sohar, 924555XX","50,000 OMR",,For Sale,https://om.opensooq.com/en/search/265164057,opensooq,
275 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 771517XX","100,000 OMR",275.0,For Sale,https://om.opensooq.com/en/search/266152669,opensooq,
281 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 979989XX","65,000 OMR",281.0,For Sale,https://om.opensooq.com/en/search/265163841,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 906950XX","58,000 OMR",,For Sale,https://om.opensooq.com/en/search/265161829,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 956655XX","28,500 OMR",,For Sale,https://om.opensooq.com/en/search/266202015,opensooq,
600 m2 5 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 948388XX","60,000 OMR",600.0,For Sale,https://om.opensooq.com/en/search/266149389,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 954170XX","11,500 OMR",,For Sale,https://om.opensooq.com/en/search/266201649,opensooq,
260 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 966692XX","68,000 OMR",260.0,For Sale,https://om.opensooq.com/en/search/266200671,opensooq,
Residential Land for Sale in Dhofar Taqah,", Taqah, 954170XX","12,300 OMR",,For Sale,https://om.opensooq.com/en/search/266200803,opensooq,
259 m2 4 Bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 990660XX","65,000 OMR",259.0,For Sale,https://om.opensooq.com/en/search/265159353,opensooq,
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","19,500 OMR",,For Sale,https://om.opensooq.com/en/search/265136395,opensooq,
Farm Land for Sale in Muscat Amerat,", Amerat, 799998XX","165,000 OMR",,For Sale,https://om.opensooq.com/en/search/266199611,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","14,900 OMR",,For Sale,https://om.opensooq.com/en/search/266199513,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","14,900 OMR",,For Sale,https://om.opensooq.com/en/search/266199025,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 772423XX","10,689 OMR",,For Sale,https://om.opensooq.com/en/search/266145913,opensooq,
بيعه مستعجله وفرصه استثماريه محل بقاله ومخبز تنور,", Amerat, 995860XX","5,500 OMR",100.0,For Sale,https://om.opensooq.com/en/search/264250651,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","14,900 OMR",,For Sale,https://om.opensooq.com/en/search/265156985,opensooq,
325 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 938486XX","65,000 OMR",325.0,For Sale,https://om.opensooq.com/en/search/264791433,opensooq,
363 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 938486XX","75,000 OMR",363.0,For Sale,https://om.opensooq.com/en/search/264791243,opensooq,
526 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 938486XX","110,000 OMR",526.0,For Sale,https://om.opensooq.com/en/search/264733897,opensooq,
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","20,500 OMR",,For Sale,https://om.opensooq.com/en/search/265156703,opensooq,
95 m2 2 Bedrooms Apartments for Sale in Muscat Amerat,", Amerat, 994578XX","25,000 OMR",95.0,For Sale,https://om.opensooq.com/en/search/266196383,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","12,000 OMR",,For Sale,https://om.opensooq.com/en/search/266197717,opensooq,
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 965855XX","125,000 OMR",,For Sale,https://om.opensooq.com/en/search/266197603,opensooq,
Building for Sale in Al Wustaa Mahut,", Mahut, 995244XX","1,600 OMR",1.0,For Sale,https://om.opensooq.com/en/search/266197427,opensooq,
Residential Land for Sale in Al Wustaa Mahut,", Mahut, 993603XX","1,750 OMR",,For Sale,https://om.opensooq.com/en/search/266197267,opensooq,
Farm Land for Sale in Al Batinah Barka,", Barka, 925810XX","350,000 OMR",,For Sale,https://om.opensooq.com/en/search/265155909,opensooq,
Residential Land for Sale in Muscat Bosher,", Bosher, 925810XX","125,000 OMR",,For Sale,https://om.opensooq.com/en/search/262236677,opensooq,
Residential Land for Sale in Al Batinah Saham,", Saham, 955035XX","11,700 OMR",,For Sale,https://om.opensooq.com/en/search/265155655,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","4,000 OMR",,For Sale,https://om.opensooq.com/en/search/266197009,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","7,000 OMR",,For Sale,https://om.opensooq.com/en/search/266196939,opensooq,
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 978889XX","70,000 OMR",,For Sale,https://om.opensooq.com/en/search/266196717,opensooq,
Commercial Land for Sale in Muscat Quriyat,", Quriyat, 928878XX","17,000 OMR",,For Sale,https://om.opensooq.com/en/search/266143093,opensooq,
انطلاق اكبر سوق تجاري في بركاء على الخط الأول من شارع السلطان قابوس لاتفوت الفرصة الاستثنائية,", Manumah, 955999XX","11,079 OMR",25.0,For Sale,https://om.opensooq.com/en/search/265154449,opensooq,
Farm Land for Sale in Al Batinah Shinas,", Shinas, 961141XX","27,000 OMR",,For Sale,https://om.opensooq.com/en/search/266174811,opensooq,
واخيرا صار فيك تتملك محلك التجاري في افخم سوق تجاري متكامل في بركاء على الخط الأول مع عبدالعزيز,", Ansab, 955999XX","30,160 OMR",31.0,For Sale,https://om.opensooq.com/en/search/265154147,opensooq,
حصريااا في افضل موقع استثماري بحت مقابل جامع محمد الأمين في بوشر محلات بأسعار تنافسية,", Wadi Al Kabir, 955999XX","20,000 OMR",60.0,For Sale,https://om.opensooq.com/en/search/265153817,opensooq,
2 Bedrooms Farms for Sale in Al Sharqiya Sur,", Sur, 771002XX","57,000 OMR",280.0,For Sale,https://om.opensooq.com/en/search/266194971,opensooq,
87 m2 2 Bedrooms Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 985308XX","33,000 OMR",87.0,For Sale,https://om.opensooq.com/en/search/265153247,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 949573XX","7,000 OMR",,For Sale,https://om.opensooq.com/en/search/266193501,opensooq,
16 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 909044XX","110,000 OMR",16.0,For Sale,https://om.opensooq.com/en/search/266193327,opensooq,
Residential Land for Sale in Muscat Amerat,", Amerat, 928860XX","8,500 OMR",,For Sale,https://om.opensooq.com/en/search/266193289,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","3,700 OMR",,For Sale,https://om.opensooq.com/en/search/266193117,opensooq,
Building for Sale in Muscat Bosher,", Bosher, 954424XX","975,000 OMR",3360.0,For Sale,https://om.opensooq.com/en/search/266192907,opensooq,
1 Bedroom luxury apartment in almouj,", Al Mouj, 979299XX","85,000 OMR",104.0,For Sale,https://om.opensooq.com/en/search/266192153,opensooq,
حصريااا من مقابل جامع محمد الأمين في بوشر تملك محلك التجاري او شقتك في مشروع برج مونارا,", Barka, 955999XX","27,000 OMR",50.0,For Sale,https://om.opensooq.com/en/search/265150883,opensooq,
1-BEDROOM APARTMENT [AZ-FS/025],", Azaiba, 994629XX","33,000 OMR",72.0,For Sale,https://om.opensooq.com/en/search/265150863,opensooq,
Residential Land for Sale in Al Batinah Liwa,", Liwa, 951717XX","12,000 OMR",,For Sale,https://om.opensooq.com/en/search/266191983,opensooq,
60 m2 2 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 955999XX","27,000 OMR",60.0,For Sale,https://om.opensooq.com/en/search/265150689,opensooq,
محل ( مليح ) لبيع و تأجير مستلزمات الأفراح,", Sumail, 998121XX","7,900 OMR",100.0,For Sale,https://om.opensooq.com/en/search/266191907,opensooq,
Residential Land for Sale in Dhofar Salala,", Salala, 928865XX","10,800 OMR",,For Sale,https://om.opensooq.com/en/search/266191609,opensooq,
مطعم وكوفي شوب للبيع,", Qurm, 959503XX","42,000 OMR",350.0,For Sale,https://om.opensooq.com/en/search/266191047,opensooq,
108 m2 3 Bedrooms Apartments for Sale in Muscat Ansab,", Ansab, 955999XX","27,000 OMR",108.0,For Sale,https://om.opensooq.com/en/search/265149875,opensooq,
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 995808XX","15,000 OMR",,For Sale,https://om.opensooq.com/en/search/266191105,opensooq,
Commercial Land for Sale in Dhofar Salala,", Salala, 928865XX","37,000 OMR",,For Sale,https://om.opensooq.com/en/search/266190877,opensooq,
Residential Land for Sale in Al Batinah Liwa,", Liwa, 927756XX","14,000 OMR",,For Sale,https://om.opensooq.com/en/search/266190211,opensooq,
